"Interaction","Quantified_at_the","Sampled_at_the","Main_Source","Population","Sample_size","Method","Source","Origin","Category","Prey","Strength","Index","Species","Genus","Family","Order","Class"
1053,"population-level","community-level",12,108,58,"gut contents","aquatic","vegetal","algae","algae",0.23,"V","Prochilodus harttii","Prochilodus","Prochilodontidae","Characiformes","Teleostei"
1053,"population-level","community-level",12,108,58,"gut contents","aquatic","vegetal","algae","algae",0.01,"%IAi","Prochilodus harttii","Prochilodus","Prochilodontidae","Characiformes","Teleostei"
1054,"population-level","community-level",12,108,58,"gut contents","unknown","animal","insect","insect",1,"F%","Prochilodus harttii","Prochilodus","Prochilodontidae","Characiformes","Teleostei"
1054,"population-level","community-level",12,108,58,"gut contents","unknown","animal","insect","insect",0.08,"V","Prochilodus harttii","Prochilodus","Prochilodontidae","Characiformes","Teleostei"
1054,"population-level","community-level",12,108,58,"gut contents","unknown","animal","insect","insect",0.01,"%IAi","Prochilodus harttii","Prochilodus","Prochilodontidae","Characiformes","Teleostei"
1055,"population-level","community-level",12,108,58,"gut contents","unknown","unknown","detritus","detritus",58,"F%","Prochilodus harttii","Prochilodus","Prochilodontidae","Characiformes","Teleostei"
1055,"population-level","community-level",12,108,58,"gut contents","unknown","unknown","detritus","detritus",99.68,"V","Prochilodus harttii","Prochilodus","Prochilodontidae","Characiformes","Teleostei"
1055,"population-level","community-level",12,108,58,"gut contents","unknown","unknown","detritus","detritus",1,"%IAi","Prochilodus harttii","Prochilodus","Prochilodontidae","Characiformes","Teleostei"
1056,"population-level","community-level",12,109,59,"gut contents","aquatic","animal","fish","fish",1,"F%","Megaleporinus garmani","Megaleporinus","Anostomidae","Characiformes","Teleostei"
1056,"population-level","community-level",12,109,59,"gut contents","aquatic","animal","fish","fish",0.63,"V","Megaleporinus garmani","Megaleporinus","Anostomidae","Characiformes","Teleostei"
1056,"population-level","community-level",12,109,59,"gut contents","aquatic","animal","fish","fish",0.01,"%IAi","Megaleporinus garmani","Megaleporinus","Anostomidae","Characiformes","Teleostei"
1057,"population-level","community-level",12,109,59,"gut contents","terrestrial","vegetal","plant","vegetal material",13,"F%","Megaleporinus garmani","Megaleporinus","Anostomidae","Characiformes","Teleostei"
1057,"population-level","community-level",12,109,59,"gut contents","terrestrial","vegetal","plant","vegetal material",38.24,"V","Megaleporinus garmani","Megaleporinus","Anostomidae","Characiformes","Teleostei"
1057,"population-level","community-level",12,109,59,"gut contents","terrestrial","vegetal","plant","vegetal material",0.31,"%IAi","Megaleporinus garmani","Megaleporinus","Anostomidae","Characiformes","Teleostei"
1058,"population-level","community-level",12,109,59,"gut contents","aquatic","vegetal","algae","algae",22,"F%","Megaleporinus garmani","Megaleporinus","Anostomidae","Characiformes","Teleostei"
1058,"population-level","community-level",12,109,59,"gut contents","aquatic","vegetal","algae","algae",31.16,"V","Megaleporinus garmani","Megaleporinus","Anostomidae","Characiformes","Teleostei"
1058,"population-level","community-level",12,109,59,"gut contents","aquatic","vegetal","algae","algae",0.43,"%IAi","Megaleporinus garmani","Megaleporinus","Anostomidae","Characiformes","Teleostei"
1059,"population-level","community-level",12,109,59,"gut contents","unknown","animal","insect","insect",20,"F%","Megaleporinus garmani","Megaleporinus","Anostomidae","Characiformes","Teleostei"
1059,"population-level","community-level",12,109,59,"gut contents","unknown","animal","insect","insect",11.69,"V","Megaleporinus garmani","Megaleporinus","Anostomidae","Characiformes","Teleostei"
1059,"population-level","community-level",12,109,59,"gut contents","unknown","animal","insect","insect",0.14,"%IAi","Megaleporinus garmani","Megaleporinus","Anostomidae","Characiformes","Teleostei"
1060,"population-level","community-level",12,109,59,"gut contents","unknown","unknown","detritus","detritus",10,"F%","Megaleporinus garmani","Megaleporinus","Anostomidae","Characiformes","Teleostei"
1060,"population-level","community-level",12,109,59,"gut contents","unknown","unknown","detritus","detritus",16.91,"V","Megaleporinus garmani","Megaleporinus","Anostomidae","Characiformes","Teleostei"
1060,"population-level","community-level",12,109,59,"gut contents","unknown","unknown","detritus","detritus",0.11,"%IAi","Megaleporinus garmani","Megaleporinus","Anostomidae","Characiformes","Teleostei"
1061,"population-level","community-level",12,109,59,"gut contents","terrestrial","vegetal","plant","seed",2,"F%","Megaleporinus garmani","Megaleporinus","Anostomidae","Characiformes","Teleostei"
1061,"population-level","community-level",12,109,59,"gut contents","terrestrial","vegetal","plant","seed",0.92,"V","Megaleporinus garmani","Megaleporinus","Anostomidae","Characiformes","Teleostei"
1061,"population-level","community-level",12,109,59,"gut contents","terrestrial","vegetal","plant","seed",0.01,"%IAi","Megaleporinus garmani","Megaleporinus","Anostomidae","Characiformes","Teleostei"
1062,"population-level","community-level",12,109,59,"gut contents","aquatic","animal","mollusc","mollusc",1,"F%","Megaleporinus garmani","Megaleporinus","Anostomidae","Characiformes","Teleostei"
1062,"population-level","community-level",12,109,59,"gut contents","aquatic","animal","mollusc","mollusc",0.45,"V","Megaleporinus garmani","Megaleporinus","Anostomidae","Characiformes","Teleostei"
1062,"population-level","community-level",12,109,59,"gut contents","aquatic","animal","mollusc","mollusc",0.01,"%IAi","Megaleporinus garmani","Megaleporinus","Anostomidae","Characiformes","Teleostei"
1063,"population-level","community-level",12,110,29,"gut contents","aquatic","animal","fish","fish",10,"F%","Wertheimeria maculata","Wertheimeria","Doradidae","Siluriformes","Teleostei"
1063,"population-level","community-level",12,110,29,"gut contents","aquatic","animal","fish","fish",23.26,"V","Wertheimeria maculata","Wertheimeria","Doradidae","Siluriformes","Teleostei"
1063,"population-level","community-level",12,110,29,"gut contents","aquatic","animal","fish","fish",0.03,"%IAi","Wertheimeria maculata","Wertheimeria","Doradidae","Siluriformes","Teleostei"
1064,"population-level","community-level",12,110,29,"gut contents","terrestrial","vegetal","plant","vegetal material",22,"F%","Wertheimeria maculata","Wertheimeria","Doradidae","Siluriformes","Teleostei"
1064,"population-level","community-level",12,110,29,"gut contents","terrestrial","vegetal","plant","vegetal material",51.16,"V","Wertheimeria maculata","Wertheimeria","Doradidae","Siluriformes","Teleostei"
1064,"population-level","community-level",12,110,29,"gut contents","terrestrial","vegetal","plant","vegetal material",0.934,"%IAi","Wertheimeria maculata","Wertheimeria","Doradidae","Siluriformes","Teleostei"
1065,"population-level","community-level",12,110,29,"gut contents","aquatic","vegetal","algae","algae",4,"F%","Wertheimeria maculata","Wertheimeria","Doradidae","Siluriformes","Teleostei"
1065,"population-level","community-level",12,110,29,"gut contents","aquatic","vegetal","algae","algae",9.3,"V","Wertheimeria maculata","Wertheimeria","Doradidae","Siluriformes","Teleostei"
1065,"population-level","community-level",12,110,29,"gut contents","aquatic","vegetal","algae","algae",0.02,"%IAi","Wertheimeria maculata","Wertheimeria","Doradidae","Siluriformes","Teleostei"
1066,"population-level","community-level",12,110,29,"gut contents","unknown","animal","insect","insect",6,"F%","Wertheimeria maculata","Wertheimeria","Doradidae","Siluriformes","Teleostei"
1066,"population-level","community-level",12,110,29,"gut contents","unknown","animal","insect","insect",13.95,"V","Wertheimeria maculata","Wertheimeria","Doradidae","Siluriformes","Teleostei"
1066,"population-level","community-level",12,110,29,"gut contents","unknown","animal","insect","insect",0.015,"%IAi","Wertheimeria maculata","Wertheimeria","Doradidae","Siluriformes","Teleostei"
1067,"population-level","community-level",12,110,29,"gut contents","unknown","unknown","detritus","detritus",1,"F%","Wertheimeria maculata","Wertheimeria","Doradidae","Siluriformes","Teleostei"
1067,"population-level","community-level",12,110,29,"gut contents","unknown","unknown","detritus","detritus",2.33,"V","Wertheimeria maculata","Wertheimeria","Doradidae","Siluriformes","Teleostei"
1067,"population-level","community-level",12,110,29,"gut contents","unknown","unknown","detritus","detritus",0.01,"%IAi","Wertheimeria maculata","Wertheimeria","Doradidae","Siluriformes","Teleostei"
1068,"population-level","community-level",12,111,39,"gut contents","aquatic","animal","fish","fish",39,"F%","Trachelyopterus striatulus","Trachelyopterus","Auchenipteridae","Siluriformes","Teleostei"
1068,"population-level","community-level",12,111,39,"gut contents","aquatic","animal","fish","fish",60.17,"V","Trachelyopterus striatulus","Trachelyopterus","Auchenipteridae","Siluriformes","Teleostei"
1068,"population-level","community-level",12,111,39,"gut contents","aquatic","animal","fish","fish",0.63,"%IAi","Trachelyopterus striatulus","Trachelyopterus","Auchenipteridae","Siluriformes","Teleostei"
1069,"population-level","community-level",12,111,39,"gut contents","terrestrial","vegetal","plant","vegetal material",7,"F%","Trachelyopterus striatulus","Trachelyopterus","Auchenipteridae","Siluriformes","Teleostei"
1069,"population-level","community-level",12,111,39,"gut contents","terrestrial","vegetal","plant","vegetal material",2.61,"V","Trachelyopterus striatulus","Trachelyopterus","Auchenipteridae","Siluriformes","Teleostei"
1069,"population-level","community-level",12,111,39,"gut contents","terrestrial","vegetal","plant","vegetal material",0.01,"%IAi","Trachelyopterus striatulus","Trachelyopterus","Auchenipteridae","Siluriformes","Teleostei"
1070,"population-level","community-level",12,111,39,"gut contents","aquatic","vegetal","algae","algae",5,"F%","Trachelyopterus striatulus","Trachelyopterus","Auchenipteridae","Siluriformes","Teleostei"
1070,"population-level","community-level",12,111,39,"gut contents","aquatic","vegetal","algae","algae",0.65,"V","Trachelyopterus striatulus","Trachelyopterus","Auchenipteridae","Siluriformes","Teleostei"
1070,"population-level","community-level",12,111,39,"gut contents","aquatic","vegetal","algae","algae",0.01,"%IAi","Trachelyopterus striatulus","Trachelyopterus","Auchenipteridae","Siluriformes","Teleostei"
1071,"population-level","community-level",12,111,39,"gut contents","unknown","animal","insect","insect",36,"F%","Trachelyopterus striatulus","Trachelyopterus","Auchenipteridae","Siluriformes","Teleostei"
1071,"population-level","community-level",12,111,39,"gut contents","unknown","animal","insect","insect",17.93,"V","Trachelyopterus striatulus","Trachelyopterus","Auchenipteridae","Siluriformes","Teleostei"
1071,"population-level","community-level",12,111,39,"gut contents","unknown","animal","insect","insect",0.17,"%IAi","Trachelyopterus striatulus","Trachelyopterus","Auchenipteridae","Siluriformes","Teleostei"
1072,"population-level","community-level",12,111,39,"gut contents","unknown","unknown","detritus","detritus",38,"F%","Trachelyopterus striatulus","Trachelyopterus","Auchenipteridae","Siluriformes","Teleostei"
1072,"population-level","community-level",12,111,39,"gut contents","unknown","unknown","detritus","detritus",17.95,"V","Trachelyopterus striatulus","Trachelyopterus","Auchenipteridae","Siluriformes","Teleostei"
1072,"population-level","community-level",12,111,39,"gut contents","unknown","unknown","detritus","detritus",0.18,"%IAi","Trachelyopterus striatulus","Trachelyopterus","Auchenipteridae","Siluriformes","Teleostei"
1073,"population-level","community-level",12,111,39,"gut contents","terrestrial","vegetal","plant","seed",2,"F%","Trachelyopterus striatulus","Trachelyopterus","Auchenipteridae","Siluriformes","Teleostei"
1073,"population-level","community-level",12,111,39,"gut contents","terrestrial","vegetal","plant","seed",0.69,"V","Trachelyopterus striatulus","Trachelyopterus","Auchenipteridae","Siluriformes","Teleostei"
1073,"population-level","community-level",12,111,39,"gut contents","terrestrial","vegetal","plant","seed",0.01,"%IAi","Trachelyopterus striatulus","Trachelyopterus","Auchenipteridae","Siluriformes","Teleostei"
1074,"population-level","community-level",12,112,30,"gut contents","aquatic","animal","fish","fish",1,"F%","Prochilodus harttii","Prochilodus","Prochilodontidae","Characiformes","Teleostei"
1074,"population-level","community-level",12,112,30,"gut contents","aquatic","animal","fish","fish",3.97,"V","Prochilodus harttii","Prochilodus","Prochilodontidae","Characiformes","Teleostei"
1074,"population-level","community-level",12,112,30,"gut contents","aquatic","animal","fish","fish",0.01,"%IAi","Prochilodus harttii","Prochilodus","Prochilodontidae","Characiformes","Teleostei"
1075,"population-level","community-level",12,112,30,"gut contents","terrestrial","vegetal","plant","vegetal material",1,"F%","Prochilodus harttii","Prochilodus","Prochilodontidae","Characiformes","Teleostei"
1075,"population-level","community-level",12,112,30,"gut contents","terrestrial","vegetal","plant","vegetal material",0.44,"V","Prochilodus harttii","Prochilodus","Prochilodontidae","Characiformes","Teleostei"
1075,"population-level","community-level",12,112,30,"gut contents","terrestrial","vegetal","plant","vegetal material",0.01,"%IAi","Prochilodus harttii","Prochilodus","Prochilodontidae","Characiformes","Teleostei"
1076,"population-level","community-level",12,112,30,"gut contents","unknown","unknown","detritus","detritus",29,"F%","Prochilodus harttii","Prochilodus","Prochilodontidae","Characiformes","Teleostei"
1076,"population-level","community-level",12,112,30,"gut contents","unknown","unknown","detritus","detritus",95.59,"V","Prochilodus harttii","Prochilodus","Prochilodontidae","Characiformes","Teleostei"
1076,"population-level","community-level",12,112,30,"gut contents","unknown","unknown","detritus","detritus",0.99,"%IAi","Prochilodus harttii","Prochilodus","Prochilodontidae","Characiformes","Teleostei"
